key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files
rayyan-401776612,Eco-design of the remembrance poppy: a life cycle assessment study,2024,1,,RSC SUSTAINABILITY,,2,1,159-169,"Paulillo, Andrea and Pucciarelli, Martina and Prior, Phil and Lettieri, Paola",,English,ROYAL SOC CHEMISTRY,"THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND",,"",10.1039/d3su00279a,"",,,""
rayyan-401776613,Using life cycle assessments to guide reduction in the carbon footprint of single-use lab consumables,2023,9,,PLOS SUSTAINABILITY AND TRANSFORMATION,,2,9,,"Ragazzi, Isabella and Farley, Martin and Jeffery, Kate and Butnar, Isabela",,English,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",,"",10.1371/journal.pstr.0000080,"",,,""
rayyan-401776614,Hydrothermal conversion of fructose to lactic acid and derivatives: Synergies of metal and acid/base catalysts,2023,1,,CHINESE JOURNAL OF CHEMICAL ENGINEERING,1004-9541,53,,381-401,"Fang, Tianqi and Liu, Mengyuan and Li, Zhaozhe and Xiong, Li and Zhang, Dongpei and Meng, Kexin and Qu, Xiaolei and Zhang, Guangyu and Jin, Xin and Yang, Chaohe",,English,CHEMICAL INDUSTRY PRESS CO LTD,"NO 13, QINGNIANHU SOUTH ST, DONGCHENG DIST, BEIJING 100011, PEOPLES R CHINA",,"",10.1016/j.cjche.2021.12.027,Fructose; Lactic acid; Alkyl lactate; Thermal conversion,,,""
rayyan-401776615,Sustainable management of drinking plastic straws is required to reduce plastic pollution: Are we using them more during COVID-19?,2023,11,,JOURNAL OF HAZARDOUS MATERIALS ADVANCES,2772-4166,12,,,"Aragaw, Tadele Assefa",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.hazadv.2023.100328,Sustainable alternatives; Plastic litters; Microplastics; Plastic management; Health risks,,,""
rayyan-401776616,Robust and versatile superhydrophobic cellulose-based composite film with superior UV shielding and heat-barrier performances for sustainable packaging,2023,12,,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,0141-8130,253,5,,"Liao, Yiqi and Wang, Chuang and Dong, Yanjuan and Yu, Hou-Yong",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.ijbiomac.2023.127178,Cellulose; Micro-nano ZnO; Superhydrophobic,,,""
rayyan-401776617,Corporate engagement in mitigating plastic pollution: examining voluntary initiatives and EU regulations,2024,11,,FRONTIERS IN SUSTAINABILITY,,5,,,"Bokor, Barbara",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/frsus.2024.1420041,single-use plastics directive; waste management; EPR; plastic credits; CSR; self-regulation; EU law,,,""
rayyan-401776618,The barrier properties of sustainable multiphase and multicomponent packaging materials: A review,2023,3,,PROGRESS IN MATERIALS SCIENCE,0079-6425,133,,,"Trinh, Binh M. and Chang, Boon P. and Mekonnen, Tizazu H.",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.pmatsci.2023.101071,Oxygen barrier; Moisture barrier; Multiphase; Nanomaterials; Nanocomposites,,,""
rayyan-401776619,Adopting a socio-material perspective on life cycle assessment: Environmental impacts of circular tableware systems in Italy's bioplastics context,2024,8,,SUSTAINABLE DEVELOPMENT,0968-0802,32,4,3423-3439,"Walker, Anna M. and Simboli, Alberto and Vermeulen, Walter J. V. and Raggi, Andrea",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1002/sd.2839,actor network theory; circular economy; compostable plastics; reusable tableware; single-use plas...,,,""
rayyan-401776620,Ultra-thin parylene-aluminium hybrid coatings on nanocellulose films to resist water sensitivity,2024,1,,CARBOHYDRATE POLYMERS,0144-8617,323,,,"Sethi, Jatin and Glowacki, Eric and Reid, Michael S. and Larsson, Per A. and Wagberg, Lars",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.carbpol.2023.121365,Aluminium; Cellulose nanofibrils; Coatings; Parylene; Vapour deposition; Water vapour barrier,,,""
rayyan-401776621,Producing Blends of Polybutylene Adipate Terephthalate and Blood Meal That Are Safe to Render,2023,9,,POLYMERS,,15,18,,"Verbeek, Casparus J. R. and Yapa, Priyal M. and Self, Rachel and Harrison, Mark",,English,MDPI,"MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND",,"",10.3390/polym15183750,blood meal; rendering; morphology; polybutylene adipate terephthalate; polymer blends,,,""
rayyan-401776622,Environmentally Benign Partially Delignified and Microwave Processed Bamboo-Based Drinking Straws,2023,7,,ADVANCED SUSTAINABLE SYSTEMS,2366-7486,7,7,,"Rai, Rohit and Ranjan, Rahul and Kant, Chandra and Ghosh, Udita Uday and Dhar, Prodyut",,English,WILEY-V C H VERLAG GMBH,"POSTFACH 101161, 69451 WEINHEIM, GERMANY",,"",10.1002/adsu.202300057,biodegradability; lignocellulose; plastics; renewability; sustainability,,,""
rayyan-401776623,Cigarette: an unsung anthropogenic evil in the environment,2023,5,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,0944-1344,30,21,59151-59162,"Shah, Garishma and Bhatt, Upma and Soni, Vineet",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,"",10.1007/s11356-023-26867-9,Cigarette; Cellulose acetate; Environmental pollution; Recycle; Filter,,,""
rayyan-401776624,Bio-Based and Degradable Food Packaging Materials: Where Are They?,2025,3,,ADVANCED MATERIALS INTERFACES,2196-7350,12,6,,"Bauer, Maria G. and Henkel, Fabio and Gurer, Ufuk and Lieleg, Oliver",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1002/admi.202400645,biopackaging; bio-packaging; biopolymers; material properties; plastic alternatives; production r...,,,""
rayyan-401776625,Biodegradation of Seaweed-based Bioplastics Using Deep-sea Marine Bacterial Consortia,2024,9,,THALASSAS,0212-5919,40,3,1319-1327,"Sudhakar, M. P. and Hinduja, M. and Sujitha, K. and Kumar, A. Ganesh and Dharani, G.",,English,SPRINGER INT PUBL AG,"GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND",,"",10.1007/s41208-024-00736-9,Bacillus Paralicheniformis (G1); Bacillus subtilis (G2;Z1); Enterobacter cloacae subsp. Dissolvens (Z2); Kappaphycus Alvarezii; Bioplastic film; Biodegr...,,,""
rayyan-401776626,The environmental consequences of oral healthcare provision by the dental team,2024,3,,JOURNAL OF DENTISTRY,0300-5712,142,,,"Martin, Nicolas and Hunter, Abigail and Constantine, Zoe and Mulligan, Steven",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND",,"",10.1016/j.jdent.2024.104842,Oral healthcare; Environmental sustainability; Carbon footprint,,,""
rayyan-401776627,Harnessing total chemical-free paper and packaging materials barrier properties by mechanical modification of cellulosic fibers for food security and environmental sustainability,2023,12,,APPLIED MATERIALS TODAY,2352-9407,35,,,"Upadhyay, Aakash and Lucia, Lucian and Pal, Lokendra",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.apmt.2023.101973,Cellulose fibers; Sustainable packaging; Refining and calendering; Moisture and water barrier; Oi...,,,""
rayyan-401776628,Optimistic narrative future visions: a communication tool for promoting sustainable (plastic) behavior,2023,9,,FRONTIERS IN PSYCHOLOGY,1664-1078,14,,,"Neef, Nicolas E. and Fusswinkel, Selina and Roos, Claudine and Frank, Lilli and Shihepo, Kapandu and Richter, Isabell",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fpsyg.2023.1252895,plastic pollution; plastic bags; narrative future vision; video; South Africa; sustainable behavi...,,,""
rayyan-401776629,Effect of acetylation of kraft lignin on the blend compatibility with cellulose acetate and the resulting physicomechanical properties,2024,11,,CELLULOSE,0969-0239,31,16,9597-9612,"Shorey, Rohan and Ataeian, Parinaz and Mekonnen, Tizazu H.",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",,"",10.1007/s10570-024-06073-7,Lignin; Acetylation; Food grade films; Cellulose acetate,,,""
rayyan-401776630,"Nutrition quality and food and packaging waste associated with the school food system: A pilot, citizen science study in an Irish secondary school",2023,12,,JOURNAL OF HUMAN NUTRITION AND DIETETICS,0952-3871,36,6,2310-2322,"Browne, Sarah and Mullen, Aoife and Mulholland, Beth and Lo, Chungwan and Ruttledge, Angela",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/jhn.13220,food system waste; food waste; nutrition quality; public health nutrition; school food environmen...,,,""
rayyan-401776631,Review on food waste valorisation for bioplastic production towards a circular economy: sustainable approaches and biodegradability assessment,2023,7,,SUSTAINABLE ENERGY \& FUELS,2398-4902,7,14,3165-3184,"Banu, J. Rajesh and Sharmila, V. Godvin",,English,ROYAL SOC CHEMISTRY,"THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND",,"",10.1039/d3se00500c,"",,,""
rayyan-401776632,Development of a modified Marshall mix design for Hot-mix asphalt concrete mixed with recycled plastic based on dry mixing processes,2023,11,,CONSTRUCTION AND BUILDING MATERIALS,0950-0618,404,,,"Jitsangiam, Peerapong and Nusit, Korakod and Teeratitayangkul, Pimpawat and Ong, Ghim Ping and Thienchai, Chotchanit",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",,"",10.1016/j.conbuildmat.2023.133127,Plastic waste; Hot-mix asphalt concrete; Marshall mix design; Dry mixing; Optimum plastic waste,,,""
rayyan-401776633,"Investigating interface adhesion of PLA-coated cellulose paper straws: Degradation, plant growth effects, and life cycle assessment",2024,12,,JOURNAL OF HAZARDOUS MATERIALS,0304-3894,480,,,"Xie, Yao and Ji, Ze and Abdalkarim, Somia Yassin Hussain and Huang, Haicheng and Yunusov, Khaydar E. and Yu, Hou-Yong",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.jhazmat.2024.136101,Plastic coating; Paper straw; Composting environments; Plant growth; Life cycle assessment,,,""
rayyan-401776634,High biomass filled biodegradable plastic in engineering sustainable composites,2023,10,,COMPOSITES PART C: OPEN ACCESS,2666-6820,12,,,"Mcneill, Dayna Colleen and Pal, Akhilesh Kumar and Mohanty, Amar K. and Misra, Manjusri",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.jcomc.2023.100388,Packaging; Single-use; Biodegradable; Compostable; Biomass; Compatibilization,,,""
rayyan-401776635,Using counterintuitive sustainability examples in teaching life cycle assessment: A case study,2023,11,,RESOURCES CONSERVATION \& RECYCLING ADVANCES,2667-3789,19,,,"Hicks, Andrea",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.rcradv.2023.200165,Life cycle assessment; Education; Counterintuitive sustainability,,,""
rayyan-401776636,Waste management during COVID-19 pandemic: could it be time-bomb?,2024,,,INTERNATIONAL JOURNAL OF ENVIRONMENT AND WASTE MANAGEMENT,1478-9876,34,1,,"Wibowo, Yudha Gusti and Ramadan, Bimastyaji Surya and Miftahadi, Machmudin Fitra and Rachman, Indriyani and Ikhlas, Nurani",,English,INDERSCIENCE ENTERPRISES LTD,"WORLD TRADE CENTER BLDG, 29 ROUTE DE PRE-BOIS, CASE POSTALE 856, CH-1215 GENEVA, SWITZERLAND",,"",10.1504/IJEWM.2024.138884,personal protective equipment; PPE; SARS-CoV-2; single-use plastic; SUP; social distancing; waste...,,,""
rayyan-401776637,The effects of plastic pollution on marine ecosystems,2023,6,,RESEARCH IN MARINE SCIENCES,2538-5542,8,2,173-186,"Tekman, Mine B. and Walther, Bruno Andreas and Peter, Corina and Gutow, Lars and Bergmann, Melanie and Bauske, Bernhard",,English,ARMAN DARYA INC,"ARMAN DARYA INC, TEHRAN, 00000, IRAN",,"",,Plastic; Microplastic; Ocean; Biodiversity; Marine pollution,,,""
rayyan-401776638,Reducing plastic waste in intensive care from longer use of intravenous administration and invasive monitoring sets: A before-and-after study,2024,12,,JOURNAL OF CRITICAL CARE,0883-9441,84,,,"Schluep, Marc and Minheere, Martijn and Baus, Michelle and Machielse, Stefan and Donkers, Anita and Vroman, Heleen",,English,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, PA 19103-2899 USA",,"",10.1016/j.jcrc.2024.154900,Waste reduction; Green ICU; Plastic; Intensive care products; Sustainability; Life cycle analysis,,,""
rayyan-401776639,"A critical review on plastic waste life cycle assessment and management: Challenges, research gaps, and future perspectives",2024,2,,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,0147-6513,271,,,"Jiao, Haixin and Ali, Sameh S. and Alsharbaty, Mohammed Husssein M. and Elsamahy, Tamer and Abdelkarim, Esraa and Schagerl, Michael and Al-Tohamy, Rania and Sun, Jianzhong",,English,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",,"",10.1016/j.ecoenv.2024.115942,Petroleum-based plastics; Microplastics; Bioplastics; Life cycle assessment; Environmental impact...,,,""
rayyan-401776640,"Low-carbon municipal solid waste management using bio-based solutions and community participation: The case study of cultural tourism destination in Nan, Thailand",2023,11,,HELIYON,,9,11,,"Sakcharoen, Thammananya and Niyommaneerat, Wilailuk and Faiyue, Bualuang and Silalertruksa, Thapat",,English,CELL PRESS,"50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, MA 02139 USA",,"",10.1016/j.heliyon.2023.e22025,Low -carbon; Solid waste; Bio-based solutions; Cultural tourism; Community participation,,,""
rayyan-401776641,"Impacts associated with the plastic polymers polycarbonate, polystyrene, polyvinyl chloride, and polybutadiene across their life cycle: A review",2024,6,,HELIYON,,10,12,,"Seewoo, Bhedita J. and Wong, Enoch V. S. and Mulders, Yannick R. and Goodes, Louise M. and Eroglu, Ela and Brunner, Manuel and Gozt, Aleksandra and Toshniwal, Priyanka and Symeonides, Christos and Dunlop, Sarah A.",,English,CELL PRESS,"50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, MA 02139 USA",,"",10.1016/j.heliyon.2024.e32912,Environmental leakage; Exposure; Health; PVC; Plastic-associated chemicals,,,""
rayyan-401776642,Effect of Starch and Paperboard Reinforcing Structures on Insulative Fiber Foam Composites,2024,4,,POLYMERS,,16,7,,"Glenn, Gregory M. and Tonoli, Gustavo H. D. and Silva, Luiz E. and Klamczynski, Artur P. and Wood, Delilah and Chiou, Bor-Sen and Lee, Charles and Hart-Cooper, William and McCaffrey, Zach and Orts, William",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/polym16070911,packaging foam; plastic foam; renewable; compostable; sustainable; starch; plant-based composites,,,""
rayyan-401776643,Emergence of microplastics in the aquatic ecosystem and their potential effects on health risks: The insights into Vietnam,2023,10,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,0301-4797,344,,,"Nguyen, Minh-Ky and Lin, Chitsan and Nguyen, Hoang-Lam and Le, Van-Re and Priya, K. L. and Singh, Jagpreet and Chang, Soon W. and Um, Myoung-Jin and Nguyen, D. Duc",,English,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",,"",10.1016/j.jenvman.2023.118499,single-use plastics; microplastics; ecosystems; plastic waste; health risk; ecological and health...,,,""
rayyan-401776644,"Stability Studies, Biodegradation Tests, and Mechanical Properties of Sodium Alginate and Gellan Gum Beads Containing Surfactant",2023,6,,POLYMERS,,15,11,,"Stachowiak, Natalia and Kowalonek, Jolanta and Kozlowska, Justyna and Burkowska-But, Aleksandra",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/polym15112568,wet wipes; biodegradation; surfactant; beads; mechanical properties; stability studies; sodium al...,,,""
rayyan-401776645,Repurposing of waste PET by microbial biotransformation to functionalized materials for additive manufacturing,2023,2,,JOURNAL OF INDUSTRIAL MICROBIOLOGY \& BIOTECHNOLOGY,1367-5435,50,1,,"Kolitha, Bhagya S. and Jayasekara, Sandhya K. and Tannenbaum, Rina and Jasiuk, Iwona M. and Jayakody, Lahiru N.",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",,"",10.1093/jimb/kuad010,3D-printing; PET; Synthetic microbes; Platform chemical; Upcycle,,,""
rayyan-401776646,"A comprehensive review of food waste: composition, current management, thermal treatment, valorization into bioproducts and sustainable development goals linkages",2025,3,,JOURNAL OF MATERIAL CYCLES AND WASTE MANAGEMENT,1438-4957,27,2,777-795,"Packiyadhas, Priyadharsini and Sivaperumal, Sanjay Kumar and Murugesan, Sivasakthi",,English,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",,"",10.1007/s10163-024-02153-9,Food waste; Thermal treatment; Biological treatment; Biofuels; Recycling and value-added products,,,""
rayyan-401776647,"Meso- and micro-plastics contamination of water, sediments and fish species in coastal communities of Ondo State, Nigeria",2024,12,,REGIONAL STUDIES IN MARINE SCIENCE,2352-4855,77,,,"Idowu, Gideon Aina and Olanipekun, Oluwafunmilayo Olamide and Adelodun, Adedeji Adebukola and Gbadamosi, Oluyemi Kazeem and Adu, Babasola Williams and Aiyesanmi, Ademola Festus",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.rsma.2024.103727,Coastal zone; Plastic particles; Coastal waters; Sediments; Fish species; Ondo State; Nigeria,,,""
rayyan-401776648,Circular economy and sustainable development in the tourism sector - An overview of the truly-effective strategies and related benefits,2024,9,,HELIYON,,10,17,,"Strippoli, Rossana and Gallucci, Teodoro and Ingrao, Carlo",,English,CELL PRESS,"50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, MA 02139 USA",,"",10.1016/j.heliyon.2024.e36801,Circular economy (CE); Tourism; Circular economy strategies; Circular tourism; Sustainable develo...,,,""
rayyan-401776649,Plastic alternatives and substitutes in the packaging sector - A UK consumer perspective,2024,5,,SUSTAINABLE PRODUCTION AND CONSUMPTION,2352-5509,46,,68-81,"Nuojua, Sohvi and Pahl, Sabine and Thompson, Richard C.",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.spc.2024.02.019,Single-use packaging; Circular economy; Consumer response; Kano model; Segmentation; End-of-life,,,""
rayyan-401776650,Land use and COVID-19 lockdowns influence debris composition and abundance in stormwater drains,2023,5,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,871,,,"Sherow, Brie and Gacutan, Jordan and Tait, Heidi and Johnston, Emma L. and Clark, Graeme F.",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.scitotenv.2023.161908,Marine debris; Microplastics; Citizen science; Urban estuary; Stormwater drains; Marine litter,,,""
rayyan-401776651,Feasibility of Radar-Based Detection of Floating Macroplastics at Microwave Frequencies,2024,3,,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,0018-926X,72,3,2766-2779,"Felicio, Joao M. and Costa, Tomas S. and Vala, Mario and Leonor, Nuno and Costa, Jorge R. and Marques, Paulo and Moreira, Antonio A. and Caldeirinha, Rafael F. S. and Matos, Sergio A. and Fernandes, Carlos A. and Fonseca, Nelson J. G. and de Maagt, Peter",,English,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",,"",10.1109/TAP.2023.3347031,Plastics; Scattering; Measurement; Antennas; Sea surface; Satellites; Geometry; Active radar; bac...,,,""
